,index,O*NET-SOC Code,Task ID,Task,Task Type,Incumbents Responding,Date,Domain Source
11955,11955,39-6011.00,2319,"They act as part of the security team at transportation terminals, hotels, or similar establishments.",Supplemental,53.0,08/2018,Incumbent
11956,11961,39-6011.00,2322,"They arrange for shipments of baggage, express mail, and parcels by providing weighing and billing services.",Supplemental,53.0,08/2018,Incumbent
11957,11956,39-6011.00,2325,They compute and complete charge slips for services rendered and maintain records.,Supplemental,52.0,08/2018,Incumbent
11958,11957,39-6011.00,2326,"They page guests in hotel lobbies, dining rooms, or other areas.",Supplemental,51.0,08/2018,Incumbent
11959,11959,39-6011.00,2328,"They inspect guests' rooms to ensure that they are adequately stocked, orderly, and comfortable.",Supplemental,53.0,08/2018,Incumbent
11960,11960,39-6011.00,2329,They complete baggage insurance forms.,Supplemental,53.0,08/2018,Incumbent
11961,11958,39-6011.00,2330,"They set up conference rooms, display tables, racks, or shelves, and arrange merchandise displays for sales personnel.",Supplemental,53.0,08/2018,Incumbent
11962,11964,39-6012.00,4529,"They provide information about local features, such as shopping, dining, nightlife, or recreational destinations.",Core,21.0,08/2020,Occupational Expert
11963,11965,39-6012.00,4530,They make travel arrangements for sightseeing or other tours.,Core,22.0,08/2020,Occupational Expert
11964,11971,39-6012.00,4531,"They receive, store, or deliver luggage or mail.",Core,22.0,08/2020,Occupational Expert
11965,11973,39-6012.00,4532,They perform office duties on a temporary basis when needed.,Core,22.0,08/2020,Occupational Expert
11966,11968,39-6012.00,4533,They pick up and deliver items or run errands for guests.,Core,22.0,08/2020,Occupational Expert
11967,11970,39-6012.00,4534,"They carry out unusual requests, such as searching for hard-to-find items or arranging for exotic services, such as hot-air balloon rides.",Core,22.0,08/2020,Occupational Expert
11968,11975,39-6012.00,4535,They arrange for the replacement of items lost by travelers.,Core,22.0,08/2020,Occupational Expert
11969,11974,39-6012.00,4536,They arrange for interpreters or translators when patrons require such services.,Core,22.0,08/2020,Occupational Expert
11970,11963,39-6012.00,20259,"They make reservations for patrons, such as for dinner, spa treatments, or golf tee times, and obtain tickets to special events.",Core,21.0,08/2020,Occupational Expert
11971,11962,39-6012.00,20260,They provide directions to guests.,Core,22.0,08/2020,Occupational Expert
11972,11966,39-6012.00,20261,"They provide business services for guests, such as sending or receiving faxes or shipping packages.",Core,22.0,08/2020,Occupational Expert
11973,11972,39-6012.00,20262,"They plan special events, parties, or meetings, which may include booking musicians or celebrities.",Core,22.0,08/2020,Occupational Expert
11974,11967,39-6012.00,20263,They arrange childcare services for guests.,Core,22.0,08/2020,Occupational Expert
11975,11969,39-6012.00,21203,They order flowers for guests.,Core,22.0,08/2020,Occupational Expert
11976,11977,39-6012.00,20264,They clean and tidy hotel lounge.,Supplemental,22.0,08/2020,Occupational Expert
11977,11976,39-6012.00,20265,They provide food and beverage services to guests.,Supplemental,21.0,08/2020,Occupational Expert
11978,11981,39-7011.00,4538,They conduct educational activities for school children.,Core,71.0,08/2020,Incumbent
11979,11979,39-7011.00,4539,"They escort individuals or groups on cruises, sightseeing tours, or through places of interest, such as industrial establishments, public buildings, or art galleries.",Core,72.0,08/2020,Incumbent
11980,11978,39-7011.00,4540,"They describe tour points of interest to group members, and respond to questions.",Core,72.0,08/2020,Incumbent
11981,11980,39-7011.00,4541,They monitor visitors' activities to ensure compliance with establishment or tour regulations and safety practices.,Core,71.0,08/2020,Incumbent
11982,11983,39-7011.00,4544,They provide directions and other pertinent information to visitors.,Core,72.0,08/2020,Incumbent
11983,11984,39-7011.00,4550,They select travel routes and sites to be visited based on knowledge of specific areas.,Core,72.0,08/2020,Incumbent
11984,11982,39-7011.00,20135,"They research various topics, including site history, environmental conditions, and clients' skills and abilities to plan appropriate expeditions, instruction, and commentary.",Core,71.0,08/2020,Incumbent
11985,11987,39-7011.00,4542,"They greet and register visitors, and issue any required identification badges or safety devices.",Supplemental,71.0,08/2020,Incumbent
11986,11988,39-7011.00,4543,"They distribute brochures, show audiovisual presentations, and explain establishment processes and operations at tour sites.",Supplemental,72.0,08/2020,Incumbent
11987,11985,39-7011.00,4545,"They provide for physical safety of groups, performing such activities as providing first aid or directing emergency evacuations.",Supplemental,71.0,08/2020,Incumbent
11988,11991,39-7011.00,4547,"They provide information about wildlife varieties and habitats, as well as any relevant regulations, such as those pertaining to hunting and fishing.",Supplemental,71.0,08/2020,Incumbent
11989,11993,39-7011.00,4548,They collect fees and tickets from group members.,Supplemental,71.0,08/2020,Incumbent
11990,11992,39-7011.00,4549,"They teach skills, such as proper climbing methods, and demonstrate and advise on the use of equipment.",Supplemental,72.0,08/2020,Incumbent
11991,11995,39-7011.00,4551,They solicit tour patronage and sell souvenirs.,Supplemental,71.0,08/2020,Incumbent
11992,11996,39-7011.00,4552,They speak foreign languages to communicate with foreign visitors.,Supplemental,72.0,08/2020,Incumbent
11993,11986,39-7011.00,4553,They assemble and check the required supplies and equipment prior to departure.,Supplemental,72.0,08/2020,Incumbent
11994,11989,39-7011.00,4554,They drive motor vehicles to transport visitors to establishments and tour site locations.,Supplemental,72.0,08/2020,Incumbent
11995,11994,39-7011.00,4555,"They perform clerical duties, such as filing, typing, operating switchboards, or routing mail and messages.",Supplemental,72.0,08/2020,Incumbent
11996,11990,39-7011.00,20136,They train other guides and volunteers.,Supplemental,72.0,08/2020,Incumbent
11997,11997,39-7012.00,13155,"They plan tour itineraries, applying knowledge of travel routes and destination sites.",Core,68.0,06/2007,Incumbent
11998,11998,39-7012.00,13156,"They resolve any problems with itineraries, service, or accommodations.",Core,68.0,06/2007,Incumbent
11999,11999,39-7012.00,13157,They sell travel packages.,Core,69.0,06/2007,Incumbent
12000,12000,39-7012.00,13158,"They arrange for tour or expedition details such as accommodations, transportation, equipment, and the availability of medical personnel.",Core,68.0,06/2007,Incumbent
12001,12001,39-7012.00,13159,"They evaluate services received on the tour, and report findings to tour organizers.",Core,68.0,06/2007,Incumbent
12002,12002,39-7012.00,13160,They lead individuals or groups to tour site locations and describe points of interest.,Core,67.0,06/2007,Incumbent
12003,12003,39-7012.00,13161,They verify amounts and quality of equipment prior to expeditions or tours.,Core,68.0,06/2007,Incumbent
12004,12004,39-7012.00,13162,They pay bills and record checks issued.,Core,68.0,06/2007,Incumbent
12005,12005,39-7012.00,13163,They attend to special needs of tour participants.,Core,67.0,06/2007,Incumbent
12006,12006,39-7012.00,13164,They give advice on sightseeing and shopping.,Core,69.0,06/2007,Incumbent
12007,12007,39-7012.00,13165,"They provide tourists with assistance in obtaining permits and documents such as visas, passports, and health certificates, and in converting currency.",Core,68.0,06/2007,Incumbent
12008,12008,39-7012.00,13166,They administer first aid to injured group participants.,Supplemental,68.0,06/2007,Incumbent
12009,12009,39-7012.00,13167,They pilot airplanes or drive land and water vehicles to transport tourists to activity or tour sites.,Supplemental,69.0,06/2007,Incumbent
12010,12010,39-7012.00,13168,"They set up camps, and prepare meals for tour group members.",Supplemental,68.0,06/2007,Incumbent
12011,12011,39-7012.00,13169,"They instruct novices in climbing techniques, mountaineering, and wilderness survival, and demonstrate use of hunting, fishing, and climbing equipment.",Supplemental,68.0,06/2007,Incumbent
12012,12012,39-7012.00,13170,"They sell or rent equipment, clothing, and supplies related to expeditions.",Supplemental,69.0,06/2007,Incumbent
12013,12013,39-7012.00,13171,They explain hunting and fishing laws to groups to ensure compliance.,Supplemental,69.0,06/2007,Incumbent
12014,12017,39-9011.00,2331,"They support children's emotional and social development, encouraging understanding of others and positive self-concepts.",Core,191.0,08/2018,Incumbent
12015,12018,39-9011.00,2332,"They care for children in institutional setting, such as group homes, nursery schools, private businesses, or schools for the handicapped.",Core,189.0,08/2018,Incumbent
12016,12019,39-9011.00,2333,They sanitize toys and play equipment.,Core,192.0,08/2018,Incumbent
12017,12030,39-9011.00,2334,"They discipline children and recommend or initiate other measures to control behavior, such as caring for own clothing and picking up toys and books.",Core,188.0,08/2018,Incumbent
12018,12022,39-9011.00,2335,They identify signs of emotional or developmental problems in children and bring them to parents' or guardians' attention.,Core,188.0,08/2018,Incumbent
12019,12015,39-9011.00,2336,They observe and monitor children's play activities.,Core,191.0,08/2018,Incumbent
12020,12021,39-9011.00,2337,"They keep records on individual children, including daily observations and information about activities, meals served, and medications administered.",Core,190.0,08/2018,Incumbent
12021,12023,39-9011.00,2338,"They instruct children in health and personal habits, such as eating, resting, and toilet habits.",Core,191.0,08/2018,Incumbent
12022,12028,39-9011.00,2339,"They read to children and teach them simple painting, drawing, handicrafts, and songs.",Core,191.0,08/2018,Incumbent
12023,12024,39-9011.00,2342,They organize and store toys and materials to ensure order in activity areas.,Core,189.0,08/2018,Incumbent
12024,12020,39-9011.00,2346,They dress children and change diapers.,Core,190.0,08/2018,Incumbent
12025,12027,39-9011.00,2348,"They perform housekeeping duties, such as laundry, cleaning, dish washing, and changing of linens.",Core,190.0,08/2018,Incumbent
12026,12014,39-9011.00,18756,They maintain a safe play environment.,Core,191.0,08/2018,Incumbent
12027,12016,39-9011.00,18757,"They communicate with children's parents or guardians about daily activities, behaviors, and related issues.",Core,190.0,08/2018,Incumbent
12028,12029,39-9011.00,18758,They assist in preparing food and serving meals and refreshments to children.,Core,191.0,08/2018,Incumbent
12029,12026,39-9011.00,18759,They create developmentally appropriate lesson plans.,Core,188.0,08/2018,Incumbent
12030,12031,39-9011.00,18760,They regulate children's rest periods.,Core,189.0,08/2018,Incumbent
12031,12025,39-9011.00,18761,"They perform general administrative tasks, such as taking attendance, editing internal paperwork, and making phone calls.",Core,190.0,08/2018,Incumbent
12032,12032,39-9011.00,18762,"They organize and participate in recreational activities and outings, such as games and field trips.",Core,188.0,08/2018,Incumbent
12033,12036,39-9011.00,2343,They operate in-house day-care centers within businesses.,Supplemental,183.0,08/2018,Incumbent
12034,12033,39-9011.00,2344,They sterilize bottles and prepare formulas.,Supplemental,190.0,08/2018,Incumbent
12035,12034,39-9011.00,2347,They help children with homework and school work.,Supplemental,187.0,08/2018,Incumbent
12036,12038,39-9011.00,2349,"They accompany children to and from school, on outings, and to medical appointments.",Supplemental,188.0,08/2018,Incumbent
12037,12035,39-9011.00,18763,"They provide care for mentally disturbed, delinquent, or handicapped children.",Supplemental,186.0,08/2018,Incumbent
12038,12037,39-9011.00,18764,"They perform general personnel functions, such as supervision, training, and scheduling.",Supplemental,188.0,08/2018,Incumbent
12039,12043,39-9011.01,2351,They perform first aid or cardiopulmonary resuscitation (cpr) when required.,Core,23.0,08/2018,Occupational Expert
